Name,Review_Date,Review,Owner_Response,Response_Date,Response
Neeraj Pandey,6 months ago,,,,
Omkar Joshi,7 months ago,,,,
Sachin T,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-346525   ) on …"
SRIRAM PRITHEEP,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-343261) on …"
Akhileshwari Reddy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-306526) on …"
subhasis paul,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-277017) on …"
Setu Agrawal,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-257398) on …"
vishnu venugopal,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Harish Reddy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mk Renu,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Anish M V,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
sunny srivastav,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
ajith naik,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vishwanath M,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
pranjal umdekar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Syed Faraz,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sangeeta Kamath,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
uday reddy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Puttanna Rao,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
nishanth g,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
AKASH RAJAHULI,2 years ago,,,,
supraja satheesh,2 years ago,,,,
AMRUTHA H.S,2 years ago,,,,
Rahul Menon,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Priya Nayak,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Smitha Vijayakumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Lohith R,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Santhosh k r,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Neelam Bisen,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhigna Nayak,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Lavan M Kumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
abhinav choudhary,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Guru Prasad,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mohammed Ghouse,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Saleem Khan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kritika Pk,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vinny KK,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
alankar kakade,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Muthu Kumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
mohamed tanzeem,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
ambika adiga,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jasmin Gharami,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
MANJUNATH C,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Likhitha Reddy,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhijith Raghavan,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Aswin Nair,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
harsh yadav,3 years ago,,Response from the owner,3 years ago,"""Hi, Harsh Yadav,

We regret the inconveniences you have faced and request you to share your …"
likith gowda,3 years ago,,,,
sandeep rao,3 years ago,,,,
anita edward,3 years ago,,,,
Ramkumar Balan,3 years ago,,,,
Azhagammai Alas Krithika,3 years ago,,,,
MOHAMMED ATHERULLA,3 years ago,,,,
Harsh M,3 years ago,,,,
suresh tunga,3 years ago,,,,
Mohammed Wasique Manna,3 years ago,,,,
Mohammed Rafiq,3 years ago,,,,
Ranjan Naik,3 years ago,,,,
Debtirtha Das,3 years ago,,,,
Nishanth Babu,3 years ago,,,,
Gopinath Naramalli,3 years ago,,,,
Prasenjit Sutradhar,3 years ago,,,,
Guruprasad R Hegde,3 years ago,,,,
MANJU PANYAM,3 years ago,,,,
Unnati Raheja,3 years ago,,,,
Noor Muhammed,3 years ago,,,,
Sharath Gowda,3 years ago,,,,
Somdutt Sharma,3 years ago,,,,
Aakriti Raheja,3 years ago,,,,
Waheed Ulla Khan,3 years ago,,Response from the owner,3 years ago,"Dear Guest,
Thank you for the review, we are sorry to hear that you didn't have a great experience while dining with us. If you could email us at …"
pooja shingare,4 years ago,,Response from the owner,3 years ago,"Dear Pooja Shingare,

We are really sorry for the bad experience you had to face and it's sad that we …"
Vinay S,4 years ago,,,,
Nagaraj Ppatil,4 years ago,,,,
anandhotten Prem,4 years ago,,,,
dipti wadnere,4 years ago,,,,
satheesh kumaran,4 years ago,,,,
GUNA SEKHAR,4 years ago,,,,
Rajesh Roshan,4 years ago,,,,
Biswajit Das,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Madhav,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Ramanan Thirumoorthy,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Hari Soni,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Bhavana Adimulam,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
gopal krishna,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
rahul barsha,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Vinod “VinAra” Aradhya,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Vikas R,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Hussain Kalangi,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Aman Gupta,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Pankaj Kumar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Yuvraj,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Adithya T S,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Pradeepta Sahu,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Vineet Mahajan,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
PRANJUL PANDEY,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Abhishek GS,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Sandeep R,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Pradeep ನಾಗರಾಜ್,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
mansur ahmed,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Devaraj J S,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Siddhi Ramkumar,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Santhanam Anandhan,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Sai Harshavardhan Sowdaboina,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Amitesh Pathak,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Venkateswara Rao,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
sandeep hm,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
sahul raja,5 years ago,,Response from the owner,5 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
suresh kumar,5 years ago,,Response from the owner,5 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Karthik Adishesha,5 years ago,,Response from the owner,5 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
RENJITH A K,5 years ago,,Response from the owner,5 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Vasanth Parthiban,5 years ago,,,,
durvesula vijay,5 years ago,,,,
Mohammad Haneef,5 years ago,,,,
Pallavi Kotvir,5 years ago,,,,
geethika geetha,5 years ago,,Response from the owner,5 years ago,"Dear Guest,

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Nikhitha Rai K,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Advik Veer,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
sriya pandit,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
suriya b,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
shubham sinha,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Madhusudhan Dnv,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
manoj s,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Aman,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Manoj Prabhakar,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
pravin patil,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Bharath Raj,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Santosh kumar,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
MANISHA GUPTA,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
nilesh tiwary,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
K BALANNA,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Ahamed Shahz,5 years ago,,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Mahendra M S,5 years ago,,,,
Sivakumaran R,5 years ago,,,,
Smitha R,5 years ago,,,,
Renjith_K_ Murali,5 years ago,,,,
Bartakke Utkarsh,5 years ago,,Response from the owner,5 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Larisa Pereira,5 years ago,,Response from the owner,5 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
VINAY NAIR,5 years ago,,Response from the owner,5 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Swapnil Mishra,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
rakesh thota,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
azharuddin Mohammed,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Satish Nair,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
CHANDRAMANI MISHRA,6 years ago,,Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Kadadhanamari Satish,6 years ago,,Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Chandrika Karnam,6 years ago,,Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Harsha V,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Praveen Sahu,6 years ago,,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Surya Pratap Singh,6 years ago,,,,
Sai Murali,6 years ago,,,,
Sreenivas P,6 years ago,,Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Mohammed Sohail,6 years ago,,Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We Indeed Look into the Area of Improvements as …"
Sheetal Ponde,6 years ago,,,,
Prajwal Lingaraju,6 years ago,,,,
sanjji manjunath,6 years ago,,,,
somashekar bg,7 years ago,,,,
sawant kumar,7 years ago,,,,
roma revankar,7 years ago,,Response from the owner,7 years ago,"Dear Guest

We sincerely apologies for the inconvenience. We are indeed concerned on the …"
prakash kumar,7 years ago,,,,
ANURAG GUPTA,7 years ago,,,,
Prathap Reddy,7 years ago,,,,
Shriharsha Harihar,2 months ago,"Overall a good experience.  Good service. No much vegetarian options. Crispy corn was really appreciable. When we ordered pasta, it was given in a very small bowl. Main course were cold. Personally felt not worthy",Response from the owner,2 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Arun Prasad,3 months ago,"Did not like the food this time, we got the starters thrice and each time it was in a different taste, prawn and fish were getting some smell which was never the case with any BBQ restaurants. The ambiance is pretty good. Staffs were very …",Response from the owner,3 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Madhusudhanan S,a month ago,"We had a get-together last evening at AB's Absolute Barbecues in BTM Layout, a place I’ve often enjoyed with friends and family. Unfortunately, this visit was disappointing. Even though we booked a table and arrived early, the service was …",Response from the owner,a month ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"""
Gangadhar Gani,a year ago,"Service was very slow we have to repeat at least 3-4 times if we need it. Like for even water bottle, tissues we need to ask/remind 3-4 times in order to get it. I have been here a few times before but this time it's the worst experience. …",,,
Anuj Nair,a year ago,"I’ve been to Absolute Barbecues back in 2018. Its not the same anymore. A lot has changed to their taste, food served, participation and enthusiasm. It is likely the pandemic took a toll on them also. We were a team of 10 and it was a …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Shan,2 years ago,"In spite of being a BBQN fan for years, thought of trying ABs. It was a bit of disappointment on various points. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
DHI,3 months ago,"Not satisfied with the food this time.
Starters were not good and each time they brought them in, they tasted different. Fishes also had a foul smell. …",Response from the owner,3 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Rohit Dassani,a year ago,AB's or Absolute Barbecues is located in BTM. The outlet has been there for more than 6years now and there has been no change in the ambiance. The outlet was once bustling with crowd was almost empty now. …,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
darshan raykar,a year ago,"Once upon a time, a very nice place for buffet.
Has lost its charm in food items. Both in quality and variety.
Parking: …",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Ganapathi Hegde,a year ago,"Taste is not like earlier, it’s completely changed. All items were salty. They have removed honey chilli pineapple from menu. Except chats all menus in live counter tasted worst.  Barbecue Nation is way better than this.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ayush Kumar Sinha,6 years ago,"Would have given four stars but since the lift wasn't working and the restaurant was on the 2nd floor, I have reduced 1 star. For me it's fine but for olden people or people with knee ailments, it's not. Hope they fix it soon and I can make …",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look forward to have you with us …"
sharat chandra,2 months ago,"During my latest visit, food wasn't good at all. The items on grill were tasteless, pieces were small and cold. The grills didn't have enough coal to quickly heat up the food. We had to ask for more coal, better taste explicitly. …",Response from the owner,2 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the bad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"""
Anoop Dineshan,4 months ago,"Service was really good ( went on a Tuesday afternoon and there were very less people), fish was good but for all other items the taste was below average and I didn't have any high expectations, still it was below that. Even desserts were …",Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Akashdeep,6 years ago,"The food seemed little on the average side.
But it all depends on the taste buds
Service was excellent and they had a vast variety of desserts …",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look forward to have you with us …"
Aditya Johari,6 years ago,"Price list doesn’t match with everything here. Price at this place is high end. However overall service, ambiance and food is very average. …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Cyrus Dsouza,7 years ago,Trendy place. Came in for a team dinner. They had a Brazilian themed night with Brazilian cuisines as seen in the photos. Some dishes were not up to the mark especially the grills. Came out cold.The staff are nice but on busy days get their …,,,
jithesh t,a year ago,"Have a wide variety of barbeque or tandoori starters. Starters and desserts  was delicious.
But I didn't liked the main course dishes very much. But that was to ok ok.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Deepan Chakkaravarthy Sridhar,a year ago,The place is congested both outside and inside the restaurant. The parking is also a problem. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
srilakshmi mrudula,2 years ago,"Personally food was ok, I felt it reduced the flavors and taste of the food! Most of the food was served medium hot! Wish grill was having so much waiting time. I guess it needs to improve the service plus the food taste as well.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
anand kumar,4 months ago,"Only Staters are good here,, if you are non-vegetarian i don't suggest this place, as you will have to beg for the non-veg items. they wantedly ignore you when you ask for non-veg and simply will keep saying we will get it sir, they will …",Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"""
English Machi,2 years ago,good ambience and customer service. you can only get starters with good taste. main course is totally waste of money.finally you'll not get upset with desserts. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shiv Bellad,4 years ago,I feel it's priced little high for the Veg Buffet at nights (826 pp). Food is fine although we have many options. I got mixed reactions about non veg food when I asked people near my table. Service is the best.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Aman Shaw,6 years ago,"The food is very tasty and well maintained place a good place to hangout with big groups and food lovers this is the place for you , can enjoy variety of kebabs and barbeque dishes and an overall buffet experience was nice cleaniness is …",,,
VIKAS KUMAR,5 years ago,Every starter tastes the same. Even they have so much in the menu. The food overall tastes the same. Not much innovation and taste... Deserts and drinks are great. Services are great. Overall good to dine in once in a quarter....,Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look in to the area of improvement as …"
Vignesa Kumar C,5 years ago,"This is one is not of my type... Food and startes were not that really great. They were okay. Worst part is that, all the starters were served chill, yes actually chill. They were not at all hot. But later when we complained they took …",,,
Nitin Gupta,6 months ago,I visited this ABs because it was highly rated. But I was disappointed even when I reached there. …,Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"""
Charvi S Gowda,3 years ago,"Positive - Lots of options on non veg ❤️ tried all new varieties of non veg - Shark , Bunny , Octopus, duck !! …",,,
Johny Joy,5 years ago,It's fine. I won't say it's great for what iy costs but it's not bad either. The Servants and other staffs are really friendly. I appreciate their customer friendly approach.,Response from the owner,5 years ago,We sincerely apologize for the inconvenience caused. Thank you for reviewing us. We will indeed look in to the area of improvement as pointed out and shall ensure you a better service on your next visit. We would look forward to have you …
Arjun AJ,2 years ago,It was not great experience. Taste was not like before. Barbecue options were very less and so many were so salty. We tried to change that also same. Every three mins coming and asking about quality of service is not a good thing. It will …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Subhan Shaikh,6 years ago,Only pros is More variety than barbeque Nation but Non Veg is better in barbeque Nation here it stinks like the meat wasn't washed properly before cooking! Over all good but it's meant for Barbeque mainly that isn't good!,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Ramveer Singh,5 years ago,"too much crowd, tiny place compare to crowd, lots of food options specially starters , you will hardly go for main course if you  like starters. Food quality also suffers because of lots of crowd, they served cold food to us which was not …",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused..Thank you for reviewing us. …"
Sachin Raveendran,5 years ago,"This review is based on the experience from the last visit to AB's, sarjapura and this one at AB's BTM.
The only difference was we had a choice of whiskey or draught beer as a …",,,
Niharikaa Sikarwar,5 years ago,"The environment is really good and I like it more than Barbecue Nation but as usual for vegetarians there are not enough dishes ... Barbecued watermelon, pineapple, corn ..no one wants to go specifically to eat fruits to ABN",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Abrar Ansari,3 years ago,"Place is good for hangout
Good parking space
Helpful and cordial staffs …",,,
Umesh Desireddy,4 months ago,"The interior is a kind of outdated,
The air conditioning too is outdated ,
Air coolers were installed . …",Response from the owner,4 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Shilpa Parnapalli,7 years ago,"Situated on Jayanagar-Silk board road,BTM layout.
A good place to have a nice brunch. Their vegetarian meal wasn't impressive but their Non-Veg barbeque meal was simply superb. Their desserts tasted good too. …",,,
Prajwal Rai,a year ago,Very good food and buffet. Better than barbeque nation. Recommend this.  Try rolling kulfi here. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
