Location,Name,,,,Review_Date,Review,,,,,,,,,Response
https://lh3.googleusercontent.com/a-/ALV-UjU4jpDBWLsZF0bjcOv4eGI_qyqI-HWzPhJgjx87XxdwoCvsxipi=w72-h72-p-rp-mo-ba3-br100,Karthik Indreesh,,,,7 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWnNr4bPL0eKmvbJZ3ge2UekoWP5uDBrIS5rclUD_zJWhexnK-VSQ=w72-h72-p-rp-mo-br100,Hussain Mukadam,,,,7 months ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVZH4si_eDD1OZwdrCUBUDdAC7H1DVD0j1PBS3qvKe7UDgsnbW2=w72-h72-p-rp-mo-br100,Karan Bhatt,,,,8 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(   ZLCT-354629   ) on …"
https://lh3.googleusercontent.com/a/ACg8ocJCh-9yA7J8woxDW3aS8ufr2iCGpHwHL-cc9pHvFVMEznjw3Z8z=w72-h72-p-rp-mo-br100,Saikiran Official,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-342908) on …"
https://lh3.googleusercontent.com/a/ACg8ocJfJuPZTslkHUEM-45YOX68phF9uAylRORFT04oYlg5WWSxhA=w72-h72-p-rp-mo-br100,Jannapally Vandana,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-342056) on …"
https://lh3.googleusercontent.com/a-/ALV-UjV1iW-_sn2cT_TdTkH567gWhKjhD5EuG03giKc6i0Y_u-3uKxiR=w72-h72-p-rp-mo-br100,anand kumar Annavarapu,,,,9 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-340467) on …"
https://lh3.googleusercontent.com/a/ACg8ocIbQBsT9Bq1NGFQOmiC5hgFIy7nDFiqkqGqhxRNBmk6BtN0Ww=w72-h72-p-rp-mo-br100,Nichenametla Neeraj,,,,10 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-333880) on …"
https://lh3.googleusercontent.com/a-/ALV-UjXUh6Cqde5A__AvXcH9ioTaiWZk2Ci8sX86Qp8Je0iX4uYDh7Cc=w72-h72-p-rp-mo-ba2-br100,nag raj,,,,10 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-333849) on …"
https://lh3.googleusercontent.com/a-/ALV-UjWHK3KLH12u6p2GlYxblvA7aMz5sL15fTJKsVbgtK6kJRPUySUokQ=w72-h72-p-rp-mo-ba2-br100,Lakshmi Prakash,,,,10 months ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-328635) on …"
https://lh3.googleusercontent.com/a-/ALV-UjW5BehmOmEzlbKmZwStBMfHZCZI6zgo_CXlVCkG9gVY-AVXHrhy=w72-h72-p-rp-mo-br100,Srinivas nallavelli,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-312540) on …"
https://lh3.googleusercontent.com/a-/ALV-UjXwtNUiHlMvdHzubu3CNFjtkFXlCzQ1Ttc8uDW1j19jB0cAsVvY=w72-h72-p-rp-mo-ba4-br100,Sudheer Molakala,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-312486) on …"
https://lh3.googleusercontent.com/a/ACg8ocKM4oSFFaPLWR64Q1H5ZXXON2mU5ayE8qHn3gI6gD6Q3FuYww=w72-h72-p-rp-mo-br100,Srilaxmi Vasa,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-303158) on …"
https://lh3.googleusercontent.com/a-/ALV-UjW1dTGUnrmWba8er5b9V3uavtp2T1MF-ZhAdt4pf_FRF7IWcuk=w72-h72-p-rp-mo-ba3-br100,Sriharsha Nanduri,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-293085) on …"
https://lh3.googleusercontent.com/a/ACg8ocL1zVPAvWPMQEJZ9JOy39RWRHbrDgTQuRxxp8NyR--OAil66w=w72-h72-p-rp-mo-ba2-br100,Niraj Barnwal,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-261730) on …"
https://lh3.googleusercontent.com/a-/ALV-UjXZwV7lL-ZAqcqE7LyNbxt51x1jWGWOPTGPaJB1on1x4dfdD3vwbw=w72-h72-p-rp-mo-ba3-br100,vivek gaddam,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-261107) on …"
https://lh3.googleusercontent.com/a/ACg8ocJETXKiGAMeXrsKWBioGS-Oc1BFT_GuHVX_lAwLGW9g64Id1w=w72-h72-p-rp-mo-br100,supriya narendrula,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-264692) on …"
https://lh3.googleusercontent.com/a/ACg8ocIggOzDcr-IDUdvwnr8FStJm7MlGkarqxeVCT02EGPiZIN7ow=w72-h72-p-rp-mo-ba2-br100,LoonyBin Appstore,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-256607) on …"
https://lh3.googleusercontent.com/a-/ALV-UjXKrOx1OP2CRxAS1As9qydGkPo_bPC0Z_QJweEJvaxtT7CsfY5l=w72-h72-p-rp-mo-ba6-br100,Anusha Bussu,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -( ZLCT-255939 ) on …"
https://lh3.googleusercontent.com/a/ACg8ocJaLpZSlJi4BtRLkt9t_I5V1Nc0eBPRxd3vpZtvdNaghw8Uog=w72-h72-p-rp-mo-br100,Dinesh Reddy,,,,a year ago,,,,,,,,,,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
https://lh3.googleusercontent.com/a-/ALV-UjX9aZ0_KHPxF7OG_Ah45_vh_gDstpxX199pikl--CWOMaW1xPAY=w72-h72-p-rp-mo-br100,Aditya pandey,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWR7EKnr5HZXuIzfa9aLifyOdZwRpviSHwmqhw6uqtUi9kdoCyj=w72-h72-p-rp-mo-ba3-br100,NELSON JACOB,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocK2FCRMkQlbKXypmd4KdaVJ9NQ7RVtEqwwHy28wgzbwo-E2GQ=w72-h72-p-rp-mo-br100,k sai shankar,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW-JP_VeODEZLQqckP0xlec_KkV5Xf08qWAXIyolTD4VeLZ86AX=w72-h72-p-rp-mo-ba2-br100,Chenna Siva,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocIu8Y3t0s-8mn-svp3wdmSP-WMMaQ-rFbvEMyX3N6SdByFVuQ=w72-h72-p-rp-mo-br100,vishal Raj,,,,2 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJxmnOTbKuNIlLsPWGA_KHjYoUxCTxV49JCT0vbEo5WL2_8qg=w72-h72-p-rp-mo-br100,Avinash Bheemavarapu,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWITUFlfsoayijBK2HQHxi9PsW6nixK5YlQuLa4vUbEntrX5ciMRg=w72-h72-p-rp-mo-ba3-br100,ajith reddy thotapally,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjVHZrZ7AYxba-kURBYl7HbOv0YIuUccTENcfMZNGUDv0HwLAH-GgA=w72-h72-p-rp-mo-br100,Karthik Mutyala,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWNlSuKqOIe_rCd24SB_cIvnY614GJlT4MikYmVNw6qSDY0wgI=w72-h72-p-rp-mo-ba4-br100,Vandana Joshi,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUIGfXRJchA9vbmKnvbvlRQrXPBVrY03StRb-xLcQC7nP82EjrB8A=w72-h72-p-rp-mo-br100,Sowmya Sanapala,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjX1LsZkGzO19pNfnTWCJxt0sphj-n-Rm7rfy0m7gxG3nc_IDVFj=w72-h72-p-rp-mo-br100,Suresh Babu,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocJi8q00KNm8w8Kj9iv4caCYzY9N-N7o6bV2PCTFC-gmV9cW_g=w72-h72-p-rp-mo-br100,Praveen Reddy,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWn8_6yDcwcDWlzwazl71UfP-vyILe7EptbVwTiP1mfaaYFglY8=w72-h72-p-rp-mo-br100,Mr. Bejigam,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKi20_sTHBiHL5iWhDqC3MP1gya2ZeegqqSqACXQfo7pNKv-Q=w72-h72-p-rp-mo-br100,Sivaram Andaluri,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKu0pihJ40rGHhIFrpt0Hzu_AstDbegP_tVZpwmOhTcFipG_Q=w72-h72-p-rp-mo-br100,Thanuja Thanu,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXCCE-QEtNnoAzCH7FlGZVEmJhqmLEwodbBbu9_fm_ew01E-65hYQ=w72-h72-p-rp-mo-ba3-br100,Vijay Kaligotla,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWe2nxRaGWkd9BSc2Nj7GLHNQA6uYA56qF71nKjJ0vi_MZ8Qb1MSA=w72-h72-p-rp-mo-br100,Juvvadi Karthik,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWStlnjormFNbaGx1eUp7EqejsnpCg-x6FjGoT-uFMsy1ZPFtI5=w72-h72-p-rp-mo-br100,nunavath nagesh,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUD6h2E5_t06Z5-M2PHqbda_jnsMDnTMBQoYF4VtoUQTXaq35HJ=w72-h72-p-rp-mo-br100,srishti sanghi,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUqtkdu42iQPRNYsPMXr0SfGS0KRj9olksvJhd3MPBg_3oL-b44=w72-h72-p-rp-mo-br100,Radhika G,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXJ4wwHlcdJ401XwYyT9DxHTydrhllAEjT2YW-2Ng9FERAwlSs=w72-h72-p-rp-mo-br100,Chaitanya Azmeera,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWo2ExKCdtDKX5WY4t4Kq_6hUxxpXFl6NiGvJqt5g6F2TezC7ty=w72-h72-p-rp-mo-br100,Gchan,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXBPe7wJV-OGaLWVL9btYuUsq9EdIdAVuSzkftBy5TS3DiBAXE2=w72-h72-p-rp-mo-ba2-br100,maryala shravani,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWiflCSoPzZ0ES8PJinw4TxtJ-7TMU63HHxG1_gp197WEs7MQJZ=w72-h72-p-rp-mo-br100,chundru prasanna,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWzZRijTFRyVmujHVzg9EwziuSkbZEcm_-vuJO0Z_74cJ61TaaSqw=w72-h72-p-rp-mo-br100,shailesh singh,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUovg6Yv97wY-8JkUXI1ZCbTO-KImmWnu0NkV2vk_5CJ4ABXEojiA=w72-h72-p-rp-mo-br100,sayali pawar,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWEavRxxsASgmCyWBRmhwrrszOEElXSb8A3L5W4uDSdV9SkdV76Hw=w72-h72-p-rp-mo-ba4-br100,Pavan kumar,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKz6F4p5w8h1kFkEiXqSSv2yEiISQPeGpODxewe42w1PWUzpw=w72-h72-p-rp-mo-ba3-br100,Xavier Prabhaharan,,,,2 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUpnPPuJGuA11kGOx6ev5j3D5vbkh0qnpO7uvUZdhNd-bS4WCMo_g=w72-h72-p-rp-mo-br100,Shankar G,,,,3 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjURLG7DEv-R6P-XqF7nHBFrqPW0rWG0VqqjuuW47RS_DHXgRWyQMg=w72-h72-p-rp-mo-ba2-br100,Rohit Kasyap,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJIrDeQ263NzNyfGR7wNkXoMFA2Rb6dQbKx8D-JS9Re516vnsk=w72-h72-p-rp-mo-br100,mohd ayub,,,,3 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocIvEarXPT-zBJPXMu277kpvAIxcjsST-wjwA2uvLhp4cue3qTTa=w72-h72-p-rp-mo-ba2-br100,vinay marri,,,,3 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXeytnrcItETWy22wfbute_DSS80SbDSuranGtwthnXUIGL8NqA=w72-h72-p-rp-mo-ba4-br100,Mohammed Arif Syed,,,,3 years ago,,,,,,,,,,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUxgEIN7NaK6TfEDRvzcj0ZIpCwNxxiqH9JSmFVDF7H-FHHnQD09w=w72-h72-p-rp-mo-ba3-br100,anamika singh,,,,3 years ago,,,,,,,,,,"Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjXbiJlxkAnLfVbAhrzSzbgad8TmBcN8KZ371DfgLvaAlyGqtw4t=w72-h72-p-rp-mo-ba2-br100,Palugulla Venkateswarlu,,,,3 years ago,,,,,,,,,,"Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocJwlsKYKiFU8AuN-aIdUJygmlZsqt219wiNfCWhBp5BM7RwQ6Cq=w72-h72-p-rp-mo-br100,Madhavi Latha K,,,,3 years ago,,,,,,,,,,"Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjWSfkylD5xAN2XwIeqeNdktIEWh6FcycL4fDV8KxUMrW4coQE-u=w72-h72-p-rp-mo-ba3-br100,hyderabad rockss.,,,,3 years ago,,,,,,,,,,"Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocJmGdx86f5XRyuZ39oWGMO6Xb5Cfmb3IChFEsUvDeH6B_pEOIoR=w72-h72-p-rp-mo-ba3-br100,Amsidd,,,,3 years ago,,,,,,,,,,"Hi,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a-/ALV-UjUIeUf3Cd4SPx-iK_9xzDQWSwAQVaReVS0Bx741KgsnhWRuwI8=w72-h72-p-rp-mo-ba3-br100,Ugesh Kumar,,,,3 years ago,,,,,,,,,,"""Hi, Ugesh Kumar,

We regret the inconveniences you have faced and request you to share your …"
https://lh3.googleusercontent.com/a/ACg8ocKgSkhqv3SYg-fn5wAhLuFdYRxMoexahZALkfC9MdVD9iGJxLUS=w72-h72-p-rp-mo-ba3-br100,Divakar Reddy Perla Venkata,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWabdY-6mswK1lWRJQsUP7mjq5OweBmheRdx7RPOQ5Gri5T8Qw0=w72-h72-p-rp-mo-br100,muppavarapu venkat,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjURnAUN_1hhsEnGzlxA4csEqHEZem5-dTa_NWJ8hS3KD9ULZAUOIw=w72-h72-p-rp-mo-ba3-br100,Mudassir,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUbHntZC4V9pmP5DQBZzbu4lrVaxynP-mqNgk76gX4kGMFtVVSP=w72-h72-p-rp-mo-ba4-br100,TIRUKKOVELURU SHASHI KIRAN,,,,3 years ago,,,,,,,,,,"""Hi, Tirukkoveluru Shashi Kiran,

Thank you for taking the time to provide a rating. Your ratings are valued …"
https://lh3.googleusercontent.com/a/ACg8ocLdgBZySjBgM0BrKFQIMzqaPyfHQ4AEmXvoLWVhl0JxDFVOBako=w72-h72-p-rp-mo-br100,Vishnu K,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWxlQ_5M3OUckyfr7Xt0iTajnydC5WeLo2beYMzYVNDXyGwjtMv=w72-h72-p-rp-mo-br100,Chaitanya Kumar,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUhT7zxcDpAAkH-YIvUMpbrdnUOy83NsGGh_HDDg24nOhSZt8ZA=w72-h72-p-rp-mo-br100,Sai Kumar Induri,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJM8BiI27T6ujQXxxuwLQaDzTUAC-_L14DYOm_p93ZpRcKQ9A=w72-h72-p-rp-mo-br100,Sai Krishna VG,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWjr7xMqnay1th2Tw0-3dWvCnJ3YE5jWbg1zVogXBTp4AfiXrVBTA=w72-h72-p-rp-mo-br100,Royals Sandeep,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXkiSSsJZ9RWZHYgWbZ9U4FdDTtMtRpBfoxD9fK_p9ufHmgT1lf3g=w72-h72-p-rp-mo-br100,Daggubati Balakrishna,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJBRr-KjlYRQi2ooZU6SJLZiiXpFiyu9-IlnYRsgfFPrNTtKw=w72-h72-p-rp-mo-br100,Sailaja P,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXnJR9nRcwObAnLUzcXKG-ffl7uV1H11AnyPvNpZm6FTzJkjfuH9w=w72-h72-p-rp-mo-ba3-br100,Mohammed Atif,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXdqY389gI81k7fiVaRPlBpafHavkSy5GpXeaPNc8VPpquOi0M0Gg=w72-h72-p-rp-mo-br100,Bhavanishankar Mangalgi,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUuracviC1REMCxKElNXLzgTjIwrcM0sFwsCN-97WhVhfmv9btu=w72-h72-p-rp-mo-br100,sachin singh,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXGuOzI6jM3rvmkljRNM-4uT7oj6AUlUy_LrnhyKKhhnn2BiXc=w72-h72-p-rp-mo-br100,karthik bijjala,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocL5IYCJtV_7ErajI3kSbsFXXsV9mRT_PpRqgkGgbny3dxPv5TdF=w72-h72-p-rp-mo-ba2-br100,Jaipal Reddy Kuntla,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXJZSeKhvw0YwD3lYz058hs3aZLjK1Hdq6tDyUyO7QKt4dk-nUc=w72-h72-p-rp-mo-ba3-br100,Puli Vamshi,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXgWVhxkZL5JBCljZGs0gDwtLYYhvlwCyu7LB01CoiKGimmRjEb=w72-h72-p-rp-mo-br100,VAMSHI Goud,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXrnVtHUgzyhV9EcOlphsw2bd8-DEmPuiX8fgwaPS3q28qggHc=w72-h72-p-rp-mo-br100,ravi teja,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKQAyzGUTKwEkZTji30QmqaUY6BSmDI7YTBAm6vjZfBe9RL-Q=w72-h72-p-rp-mo-br100,navanitha bandari,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocKiRGX5mVntkJx5MjWFiVBRF2rRgYZMaIUC7X0wqKd32i_GTQ=w72-h72-p-rp-mo-br100,Nabeel Ahmad,,,,3 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocJvZoHOYbP-hAExxR8C0sfohdsa4UrB-RShpmbVNqPvwEPkOYM=w72-h72-p-rp-mo-br100,Devender Siddu,,,,3 years ago,,,,,,,,,,"Dear Guest,

Thank you for the review, we are sorry to hear that you didn't have a great …"
https://lh3.googleusercontent.com/a-/ALV-UjWypLVPRKlSTScwDjOWcCI1_gAhIhsX4P47i800Pb5GvtYiK64=w72-h72-p-rp-mo-br100,Naresh Reddyrajula,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVv0wQulO25Q8SnQ7j5a404DRGEPZWAQOr9gngr8iwN1972BwLp=w72-h72-p-rp-mo-br100,pnvsmv varma,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocIXHy7Nu-pt3wnftSY3rbM_zaX_SofgbKXP7yI-acTw6Pe4nw=w72-h72-p-rp-mo-br100,Rahul Bhandari,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLjlLieLKeD2aH1hAK_vuW_PdG7THcn-b9Z0husdPahWu8c6Q=w72-h72-p-rp-mo-br100,vuppala rahul,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocIT9ZqrYWyuJqK8qKSWThd_OeUzc5Wtw_yS2qhZCyCg0aYqNQ=w72-h72-p-rp-mo-ba2-br100,Ryan Pestano,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjWJwbArKWMa3uf9btlelBpV4zbqFn1Rhk5CSJuiB0AyUDwfRSvb=w72-h72-p-rp-mo-br100,parthasaradhi vangapandu,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjWCusf1U36zajOJfycAfCZWo7L5xrUgpCbyKpsaXMxmamAzFj8V9g=w72-h72-p-rp-mo-ba4-br100,Saswata K,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjW7O0q7qZYiKySiUQ93lzDPLReSPhO6RVxWIUmY27sH1x4brQqvAA=w72-h72-p-rp-mo-br100,Priyanka Pulluru,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjUgX3F5eiYgC4R8A3KQtBKi9CjvvQQOCC38wOtdpLkcxxK8NhEI=w72-h72-p-rp-mo-br100,Amrita Palaparthy,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
https://lh3.googleusercontent.com/a-/ALV-UjUK0nzyF0b8-6IhdPU5o02s6BTyA_8HPxOSBSnjxM-tVM4RR3Cc=w72-h72-p-rp-mo-br100,R Srini,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWyHeQS5vFoFXd3gy_gjJ_N7_sXwzF1y7LsymXxdHMe9NJNLdXC=w72-h72-p-rp-mo-ba2-br100,Harsh Shrivastava,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocLZsJrAT7NFJqHpHqstLeJg4NdS-IuDWRMEbi-naXGV3U_BEA=w72-h72-p-rp-mo-br100,Raghavendra Konduru@gmail.com,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a/ACg8ocIm-eEuCmgRJCQmbAJZb7iDT4O87YVcsP7IBbqmfl-i6DzunA=w72-h72-p-rp-mo-ba4-br100,Kanika Sharma,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXpNxJgmolDXw_q8zCdJ4xAvF-Mpeggo1ssEMK8YdjMOw06-nk=w72-h72-p-rp-mo-ba3-br100,Raghwendra Kumar,,,,4 years ago,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWYAG0x8X-Iv17sWbvinT827TUZT76CWruMk96RsQEIOU7blVow=w72-h72-p-rp-mo-br100,anup srivatsa,,,,4 years ago,,,,,,,,,,"Hi,

We sincerely apologize for the inconvenience caused. …"
