Name,Review_Date,Review,Owner_Response,Response_Date,Response
kumar vedavyas,4 years ago,Lot of varieties but the taste and service is not upto mark,,,
Archana Khetan,2 years ago,Pathetic food. I ordered veg buffet home delivery.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kuldip Deshmukh,2 years ago,Bad service. Not so good food.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
subodh shinde,2 years ago,Average menu!!not so delicious food,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Projjal Sanyal,3 years ago,Not as fancy as advertised.,,,
Narayan Lumaji,2 years ago,Not a lot of variety apart from basic stuff that you expect,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Imtiaz Ali,3 years ago,Service very slow 🐌 mutton seek was very bad. …,,,
D Salvi,2 years ago,Food was good but service was bad,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chetan Kadam,4 years ago,Staff is unable to manage group of 20 people.,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Faraz Khan,4 years ago,Not worth money.. Expensive.. Less than expected,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Sanjeev JAiswal,8 months ago,Not upto the mark,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-355949) on …"
N. S. PanchaL (PaanchaaL),3 years ago,"Not Really Worth  👎🏾

Almost Ordinary …",,,
ishwardeen maurya,4 years ago,Poor service needs several reminders for orders,,,
raksha sapkal,5 years ago,Experience was OK OK... Not so wow,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Sachinkumar Jakkaria,a year ago,Average,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
amit gala,4 years ago,Quality and taste sub standard !!,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Shruti Sunny,5 years ago,Ok place for barbeque lovers..,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Sudhir Govilkar,2 years ago,Service need to be improved,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
riya nandi,4 years ago,Variety is not up to satisfaction,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Naziya Ansari,2 years ago,Worst experience ever...,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vrajesh Thakkar,4 years ago,Good for non vegiees,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Alpana Mandal,4 years ago,The slot system is stupid.,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Piyush,5 years ago,Not good,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
sunil vishwakarma,a year ago,Too busy place,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
irshad ahmed,2 years ago,Food not tasty,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
vaibhav utekar,2 years ago,food is not good,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
priyanka mhapsekar,3 years ago,Food is disappointing.,,,
Saddam Hussain,5 years ago,Not that good,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Rashmi Tripathy,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
bharat punjabi,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Jigar Desai,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vedika Sharma,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
mittal vaghani,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Yash Wagle,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Amit Patil,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
amit damniwala,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Komal Popli,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Subodh Barnwal,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Kartik Bansal,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Siddhesh Kale,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
bhushan ghag,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Pranet M Koli,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Harshal Sawant,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Debpratim Nath,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chandrakant Jagadale,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ronak Sequeira,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ananya Dipali,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
nutan mehta,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
divya Suvarna,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Upendra Upendra,a week ago,,,,
MS R,4 months ago,,,,
Rohit Waghmare,5 months ago,,,,
Sneh Mishra,6 months ago,,,,
Bhakti K.,8 months ago,,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-353273) on …"
salim manjyani,8 months ago,,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(  ZLCT-353228   ) on …"
Sana Azhar buy,9 months ago,,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-342964) on …"
Devashree Jahagirdar,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-331647) on …"
Dishin Shrimanker,10 months ago,,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-327365) on …"
sanket pednekar,11 months ago,,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-325779) on …"
Sarita Kulkarni,11 months ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
gaurav Allawadhi,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-291217) on …"
neha ahuja,a year ago,,,,
Devanshu Narula,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-257379) on …"
Francis Vaz,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Komal Nagaragoje,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Piyush Verma,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Karan Kolwankar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Gauri Rana,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Nilesh Mishra,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Huzefa Dohadwala,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Prakashkumar Prakashkumar,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Jigar mehta,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
kumar abhijeet,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sean Simons,a year ago,,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vipin Paulose,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Madhuri Pawar,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sanjay Dhotkar,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Devansh Khandelwal,2 years ago,,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
RACHAKONDA SRAVAN KUMAR,2 years ago,,,,
Dhanshree Bhone,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Priti Shinde,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arwa Sabir,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Meenakshi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Tanmay Chile,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Usman Shaikh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mitali Patankar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
mobin mohan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Dheeraj raj,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
SOURAV ACHARYA,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
harish chellani,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
piyush borana,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jitakshi Chaturvedi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shivanand Matkar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Avinash Pawar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
rakshan sayed,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Joseph Pudusheri,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shashank Yadav,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arpana Vegad,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mikhilesh Bendale,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vaspan D Elavia,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abigail Fernandes,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Tushar Mahale,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Aditya Shah,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arvind Pappu,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shubham Salvi,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mayur Jadhav,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Keyur Patel,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Aastha Khatri,3 years ago,,,,
Naveenkumar siddani,3 years ago,,,,
Nadim Ansari,3 years ago,,,,
Zeeshan Qureshi,3 years ago,,,,
ena hsiung,3 years ago,,,,
Siddharth Jaiswal,3 years ago,,,,
Ravi Kalyane,3 years ago,,,,
Madhav,3 years ago,,,,
Gunraj Mehta,3 years ago,,,,
ravi balgi,3 years ago,,,,
Itz Shamim,3 years ago,,,,
RISHABH KHANDELWAL,3 years ago,,,,
MAYANK SHARMA,3 years ago,,,,
Tejas Ved,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Kshitij Hinger,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Shri Karekar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Preeti,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Moiz Dhinojwala,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Nagma Siddiqui,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Zarir Sodawaterwala,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Dianne Fernandes,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Sandip Kamerkar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Dr L R Mishra,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Glenroy Aguiar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Vivek Sadhu,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Dhanraj Shetye,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
ahmad kareem usmani,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Mihir Jamadagni,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
leena doultani,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Athar Ansari,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Eustace Almeida,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Isha Trehan,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Jayesh Bajaj,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Malvika Laijawala,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Tushar Ranpara,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Anushree Patil,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Santosh S Ghuge,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Cyrus Makuujina,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Deepa Shetty,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Abhimanyu Gavasane,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Dhananjay Kher,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Augustine Sequeira,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Gaurav Rane,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
santosh shetty,5 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
y panchal,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Mario Dsouza,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
pravin pavithran,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Sheetal Bijoor,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Abhi Patel,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Anant Shrotriya,5 years ago,,Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
A “FC” S,a year ago,"Been to the one in vashi,so decided to go and try this one,the place was quite big,but it lacked the ambience,good for large groups,there’s a choice of a drink with the buffet. The tandoori items were a bit on the drier side and lacked …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Alpesh Mestry,9 months ago,"The buffet had a good variety of dishes in barbecue, salads, dessert, and the main course. The staff was very attentive and prompt throughout the meal. My negative mark is for the cutlery and plates as they are not clean. Also there is a need to improvement in the dessert section. Otherwise, it was a great experience.",Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Nikhil Malkapurkar,2 years ago,Nice place to have buffet especially if you like non veg. But the quality was not as expected. Loved the service but taste is what we need when you have so much variety to try out. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Himanshu Lad,2 years ago,"I walked in here with a lovely group of friends to enjoy a Saturday lunch. As we arrived in, architecturally, the ceiling height was lower than usual so created a sense of claustrophobia but that shouldn't be a valid reason to judge a …",,,
Taher Eranpurwala,3 years ago,"It is normal Barbecue buffet dinner restaurant.  Nothing very special but much better then SIGRI at Hiranandani Powai. Just OK starters,just OK main course,normal desserts. Service is good ambiance also good but noisy. Overall you can try it at once.",,,
Shwetha Amin,2 months ago,"The food options here are quite limited compare to Barbecue. The non veg items such as chicken,  prawns were okay but we tried Squid which was not completely cooked. …",,,
Divya Sudarshan,2 years ago,"3 stars because non-beg was good but the veg was okayish.

Starter: …",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Atul G,8 months ago,"Had the NV buffet and wife had the veg, nothing much to write as the food was mediocre. Chicken starters were okay, prawns was the saving grace but took a while to come. Large seating, mocktails not part of the buffet price. Slow service …",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Vishal,3 months ago,"Very loud music,too much chaos at the food counter. Taste is very average and service is very average and staff can't handle the crowd. Food is not refilled and have to wait for dish to arrive. Not worth the price.",,,
shwetha poojary,2 years ago,"Food was average but you get to taste Rabbit+duck+octopus+shark+Quail (a unique experience).
If you are planning to go on a weekend or holiday- please make a reservation via …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Premvansh Paradsinge,2 years ago,"This was my third visit to ABs l, the starters were not that delicious, desserts were as usual nice. This time tere was special sea food festival where exclusive sea food dishes were served. Drinks are also served here, some were not …",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Shanmukh Nair,3 years ago,"This restaurant is ok in terms of food standards, taste and quality. The chicken leg I got was undercooked and had had good amount of blood in the core - pls hence check the chicken by cutting deep through knife. The barbecue items were …",,,
Shreyansh Usendi,2 months ago,"The Non Veg Starters and garlic noodles were great but the veg buffet was better than the non veg one which was a let down , the butter chicken was meh and the chilli chicken was below average . you should try the starters and dessert i would suggest",,,
Rabinsa Fernando,3 years ago,The food was just average! I expected better taste and quality since we went after lockdown and they had only limited number of patrons. It was the first dine-in after lockdown in Oct. Except the starters everything was just average!,,,
veeren dodia,2 years ago,It is a good place to visit because i have recently visit there and i liked their hospitality for the customer.Serving was done at your place because it was barbeque or you can go and make your own dish as per your choice also . I have …,Response from the owner,2 years ago,"That was an awesome review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again.

Team AB’s."
Khushbu Mohota,2 years ago,"We had dinner for 10 people yesterday eve. 8.30 onwards. We are unhappy about service. And one should avoid going on weekends. Crowded and everything we did on own, getting all starters which they had to serve. Non veg. Veg section are …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Reehan Gazge,4 months ago,"The restaurant serves a vivid variety of food with some exotic options like quail,duck,octopus,rabbit and others, it is ongoing a chic press festival currently where they have introduced the different go to chicken snacks, the must try is …",,,
Erum Meer,4 years ago,"Its not the best buffet but its just ok. The variety of food is pretty good. They have rabbit,squid, sharks and many more things like this. For grilling they have fish , chicken, prawns, pineapple this is for non veg as we have taken the …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
पंकज भोगले,a year ago,Atmosphere and service is very good but food test is not up to the mark. Veg food's test is better than non veg.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
PARVEZ SHAIKH,9 months ago,"Felt like there is a lack of varieties in BBQ.
Not worth the price.
Good for once in a lifetime experience only.",Response from the owner,9 months ago,"Dear Guest, That was an valuable review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
romit gharat,6 months ago,"Most of the main course was not upto the mark, onion vinegar was stale and it stink, plates were not clean. We had to often repeat and remind our orders multiple times. …",,,
TEJAS KHANDEKAR,a year ago,"Food was ohk type chiken starter was not tasty. Main course was good nonvage gravy was too good. Desert was tempting gulab jamnun, butter scotch ice cream jalebi",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Foodie Duo,2 years ago,"Compared with similar outfits available in city in same price this place is not in top for sure.
You get 5 non veg starters out of which 3 are chicken. Some tikkas are non …",,,
Sandesh D,3 years ago,"Starters - taste is okay. Seek kebab was nice
Main course - Biryani was = Khatro ke khiladi  stunt. Other main course was okay.
Deserts - good",,,
Asad Khan,3 years ago,"It's a larger family restaurant which caters in buffet only with a decent ambience and a vast seating area which is good enough for all kinds of festivities, family, corporate, couples and others. The ambience is not extraordinary, it's …",,,
Asad Qureshi (ASQ),3 years ago,"I've only been here once. We had a lot of fun with our friends. There are a lot of dishes here. The mind will be full but the dishes will not run out. I missed the test a little, everything else is good.",,,
