Name,Review_Date,Review,Owner_Response,Response_Date,Response
Sumanth Reddy,4 years ago,,,,
Rahul Jain,4 years ago,,,,
Srikar Brahmadevara,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
sai kiran,4 years ago,,,,
Hemachandra Sai,4 years ago,,,,
Kolupula Ramesh,4 years ago,,,,
praveen kumar siddela,4 years ago,,,,
Uma Mageswari,4 years ago,,,,
Malsoor Reddy,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Daniel B,4 years ago,,,,
Supriya Nigam,5 years ago,,,,
Nadia Rashid,7 months ago,"We went to the the branch in Jubilee hills... The place is medium sized, there was a whole section that was unused, due to some maintanence work. The service is very slow, they take time to bring up the grilled pieces of barbque. Also, when …",,,
B Ye,11 months ago,"We have visited on 13th Nov 2023 evening,as it is a birthday party. We reached by 20:00 hrs. It is very nearer to Madhapur metro station ( 400 meters- walkable). Valet parking is there,if we come by car. No parking issues. …",Response from the owner,11 months ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Ayesha H,2 years ago,Amazing dishes many dishes with desert and chat you can also fine octopus in they menu sea food also available👍 with good hospitality. I'll give 5star...for veg and non veg …,Response from the owner,2 years ago,"“Hi,

We are grateful for sharing this valuable suggestion. At AB’s, we greatly value …"
Sravan Boya,3 years ago,"Food was OK OK, golden prawns were awesome. Good place to hangout.  But cannot expect high quality food. Food Was Ok OK. I think it depends on mood of chef inside. The person near ice cream, he was amazing. He always give us all the …",,,
Sharath T,a year ago,"I visited this place for the first time with my friends. There are a lot of options you can try. However, the taste isn't great. Also, the deserts were dry and didn't have many options. I would recommend this place if you just want to hang out with friends and try a buffet. Thank you.",,,
Sandeep Boda,a year ago,"Literally we have waited for 25mins  because of sunday.  And food was good, but  can see that they have reduced the food items and desserts too.
Cost for 4 people non veg is 3850/- it may vary for week days.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Vijay KUMAR (Lv. THE TRAVELING SOLDIER),2 years ago,"It's too very long waiting time, food taste & quality is not worth to single penny, Service is good but food is disaster",Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Shaun zee,2 years ago,Completely disappointed with the taste..giving 3 starts only for the staff who are friendly.. chicken items not cooked properly.. also the deserts are not tasty.. please try to improve the taste. For the taste it’s only 1 star.. no proper presentation and the BBQ chimneys are also not hot..,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sai Kumar,2 years ago,Love the staff who were helpful. There were something missing and we had to ask repeatedly to refill them. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
azfar nawaz,3 years ago,"ABS finest cuisine  . My personal favorite in desert is pan ice cream, and in starter is fried corn and prawn .nice to hang out with friends and family the only con is there is a time limit tou can not sit beyond 2 hour",,,
sai jammula,2 years ago,"BBQ items here are very delicious , they serve all kinds of meat. They have wish grill with duck meat, rabbit, quil, eemu, shark, octopus for which they will mix with rice or noodles. …",Response from the owner,2 years ago,"“Hi,

Wow, we are amazed by your positive words. We really appreciate the time you …"
Pradeep Patlolla,2 months ago,"We went as a group of 30 people alongwith kids. The food, starters were good. The loud sounds were very bad, even after multiple requests/complaints regarding the same. Also, the service wasn't great, with very few folks he was running the show.",,,
Mohammed Mahmood,5 years ago,"Peaceful ambience, courteous staff and food is good but no major difference in cuisines on special events like Off the Hook or Punjabi Festival. …",Response from the owner,5 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
SoloCyclist07,2 years ago,"One can try it out, the dishes were okay nothing great about taste just average. However the price is reasonable. This also has a bar section, those who prefer to chose drinks along with buffet can go for it. …",Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
SAI KUMAR GOUD,3 years ago,⭐⭐⭐I have been visiting AB's since they launched in Hyderabad the way they serve the food quality and the sanitization all got down by 50% of what they used to offer earlier. …,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Jishitha,3 years ago,Best place to hang out with friends.non vegetarians have wide range of options and as for veg it's not that much. Just check with the restaurant if you require pre booking or not. Sometimes the place is busy and you have to wait 1 hour or more.,Response from the owner,3 years ago,"Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Sai Kalluri,3 years ago,"We go for Non-vege buffet on SAT which costs around 8OO(little high I can say). Ambience is okay but as it is weekend, there is little rush.😀 …",Response from the owner,3 years ago,"Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Sravanthi,3 years ago,"It's a good place for lunch, but the thing is there are very few items in the main course, i have been there for a lunch buffet,  and when i went to the desert section there was nothing left!  There was no welcome drink aswell!  Should increase the no of items they serve!",,,
Ibrahim Akber,9 months ago,Ambience is good... Food not worth. Not much options. Barbeque 🍢 is not as expected. …,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. would request you to give us a chance to serve you . Thank you for bringing this to our attention! Warm Regards Team ABs"
Sree Harsha,2 months ago,"I went for dinner with my friend food was gud and I tried veg and my friends ate non veg ,their service was gud.definetely worth going",,,
sai kiran,5 years ago,Ab's is one of the crowded barbecue in the city. But these days their food not much delicious. Staff were good and if you not like the taste of food they will make it as per your wish and will serve you. Can't expect much variety of food but they have decent menu.,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. Thank you for reviewing us. …"
Shiva Reddy,2 years ago,"Definitely didn't met my expectations. The taste of wish grills (Rabbit, Octopus etc) and also service was not upto the mark.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Dathatreya Upputuri,a month ago,Overall it was an ok experience. We tried a non-veg buffet. The place had valet parking as well.  The scope for improvement is still there.,,,
Swathi Nuti,6 years ago,"Chose the buffet option that came with the nearbuy coupon.  It included two drinks(Mocktails/Cocktails from available menu),4-5 varieties of unlimited starters, a main course buffet,4 cold desserts and one hot dessert (Gulab jamun) along …",,,
Saurav Tripathy,5 years ago,Starter was average not like their gachibowli outlet. Had to ask for adding spiciness but still unsatisfied. Staff was very slow in serving. Emu dish was good and main course was also good.,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
pavan kumar,2 years ago,"Food is not satisfied, we have booked 10 seats and all of us unsatisfied with the taste at jublee hills outlet.
Few items are good to taste like fish kabab, chicken kabab and crispy sweet corn also desserts.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chiru Polo,7 years ago,I went along with family 8 members on Saturday. It was too much crowded. Service was very bad. People randomly coming and serving starters most of the barbecues mention the items and serve. But people just serving and leaving without any …,Response from the owner,7 years ago,"Dear Guest

We sincerely apologies for the inconvenience. We are indeed concerned on the …"
Godwin George,2 years ago,"Awesome ambience. Best location.
Food and service are average experience.",,,
Shitansh Srivastava,2 years ago,"We went on corporate lunch,  2 of us out of 6 were vegetarian and starters were horrible also we both asked not to serve any more as it was tasteless and we do not wanted to waste food. Also looks like staff is not trained at all, behaviour …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Zakariya.,5 months ago,Uday and Rizwan were amazing hosts! They were extremely kind and took amazing care of us. Will definitely come back because of them. …,Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Akash Gumma,5 years ago,"If you're extrovert than this place is for you! Or else, it's not. Loud music and noise. The food is avg. In bbq, no choice for the chicken starters (in particular.) The staff is really very good! They do care for every one of us! Especially, Santu. Such a nice boi.",Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look in to the area of improvement as …"
D shreshta Reddy,4 years ago,Taste wise starter were really good so finish your food with starters and dessert cause maincourse isn't as expected. And ambience omis not that good for couple but great for groups,,,
Abhinay (Abhi),4 years ago,Food is good but the service is not  sooo good.. Just Okay okay service... Very clumsy ambience..,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
SAI KIRAN REDDY,5 years ago,"From the beginning parking is not sufficient.
As there is a huge crowd coming there, there should be enough parking space.
Ambience is good. But due to over crowd feel like bit clumsy. …",Response from the owner,5 years ago,"Dear Guest,

Thank you for reviewing us. We will indeed look forward to have you with us …"
Smita Baidya,6 months ago,"Starters are good, biryanis are not great, and the staff are nice. Desserts are not to be tried apart from icecream and gulab jamun. Has a fine smoking area. All and all, 3star dining place.",,,
Gargi Mahajan,2 years ago,"The service in the restaurant was great. Although, I don't understand the concept of buffet restaurants. Apart from the barbeques, the food was substandard including the desserts. I don't like that buffet restaurants are always rushing in …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
rajit haridas,7 years ago,"It's a typical AB's and delivers everything it stands for. They did a small Brazilian Dance as well, we thought it was very entertaining :)",Response from the owner,7 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. …"
Sumukha Bhoganatham,6 months ago,"The place was not clean at all, I had to wait around 20 mins for a roti and the soup bowls very dirty. The cake they gave for birthday was stale and it caused a bad stomach-ache to me.",Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Biswajit Majumdar,6 years ago,When Absolute Barbeque opened it created a promise for barbeque lovers but over a period of time it is loosing its uniqueness and has become like other restaurants who are trying to meet both ends.,Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look in to the area of improvement as …"
Rishi K,2 years ago,"Friendly staff, good for team meets, birthday parties etc, serves all types of beverages. …",,,
Ankita Bhatt,4 years ago,I have been to many ABs ib the city and I personally feel that this is the biggest outlet they have in terms of seats available. Even then you may have to wait if the reservation is not made before hand. Mostly has a crowd of IT sector …,Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Arpana Sharma,7 years ago,"Food was average. Very loosely managed services delivery. If you really want to enjoy barbecue, places to try are barbecue nation and Punjab grill!",,,
Ajay Kumar,5 years ago,Staters are too spicy deserts are good. Slow service & not much different things to try..,,,
Braj Biswal,5 years ago,"Been there twice for team lunch. Experience was similar both the time. Some things which sperate it from AB's are, limited staff serving a lot of people, okayish chicken and fish served was fried not grilled. However, it's a decent place.",,,
Vivek Raparthi,2 years ago,"Good place to have buffet. Kebabs and starters are upto the mark. Special snack items are also served on a particular given day. Desserts are also good. Main course is bit low, taste is not that good. It could be improved",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
amruta bhuyan,5 years ago,"Includes both barbecue and drinks. Not as good as AB's.
Disappointed with No live grill on your table. Place was clumsy too.
Starters included chicken tikka, fish fry, mutton seekh kebab which was oily, …",,,
sohail raihan,4 years ago,"Nice place, but music is much loud which can be annoying for some people. Food is good.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Vinay Guptha,7 months ago,We went on weekend and starters are good but we need to keep on ask for repeat and main course was just okay okay might be due to weekend we need to keep on ask for service but there is no discount on weekends and no lesser price compared to weekdays service needs to be improved,,,
Vinay Kumar,5 months ago,"Veg starters are good almost same as AB's. Service is fast allowing some customisation in starters. Buffet is very limited, hardly much. Good option for people who like to enjoy drinking with wide starters. Not much options for veg, may be i will stop going to AB's",Response from the owner,5 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Vikram Kumar,2 years ago,"The old AB’s taste is gone. Food is ok, few years back taste was amazing. Food delivery at table was also slow.",Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Mohammed Anas,7 years ago,Good starters. Loved the mutton kebabs and shrimps. Excellent service. But the place is too congested and the ambience could have been much better. Not much in the main course. Desserts are fair enough. Not worth the price.,,,
P N,5 years ago,Once great but losing its grace with it's pathetic service and ok ok taste.,,,
Chetan Roop,3 years ago,"I’ve been to barbecue’s many times. But post lockdown this was the first time I went to the Absolute Barbecue. Starters were extremely good. Coming to the main course, there is nothing much left and not much variety of items. Taste is also …",,,
Purav Patel,4 years ago,"The service was poor , had to call the server again and again . They don't even ask for the drinks untill we ask them . Grill is not that good also . Dessert options are less and not that amazing that you expect . …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Karthik Poondla,6 years ago,"Awesome place to hang out with budddies and a good place to people who crave for sea food. The best part is wish grill which has a wide range of foods like rabbit, quail,shark etc..",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Amar Nath,3 years ago,"I usually like spicy food, but here in AB's all the items are very less spicy... …",,,
aalapana aila,5 years ago,"Good food
But a bit few item for Vegetarian compared to nonvegetarian
Best place to eat for non Vegetarian
Best rates",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Mr king,2 months ago,"Taste is not that good, not like earlier. Too much noisy.",,,
keerthana psalm,a year ago,"I made a reservation on Zomato for 2 and saved money. Please make sure you have a reservation, especially on weekends. Nice place. I really felt taste is missing in their dishes(few) maybe they are not adding MSG, so that's ok. Staff is very caring and humble, 5stars for them.",Response from the owner,a year ago,"""Hi, Many thanks for putting up 5 star about us, this certainly pushes us even more stronger to keep ourselves more focused about what we are known for. Kindly suggest AB's to your friends and family circle, we hope you will soon give a chance to serve again. Warm Regards Team AB's"""
sakthivel subbaian,5 years ago,Food not worth the price but ambiance of the restaurant was good though,Response from the owner,5 years ago,"Hi,

It's good to hear your feedback about our food and hospitality, …"
Chanikya Gudivada,11 months ago,Seems like Absolute Barbecue have lost the Quality of food they used to Provide over the period time. I have been to this multiple times and my recent experience wasn't really that really. The quality of food seemed to be very bad and I …,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
shiva property Advisor HYD,a month ago,Food is average... Becare full of non veg,,,
Harsha Vardhan,6 months ago,I have waited 20 minutes for table guys absolute barbeque doesn't understand customer if they don't have slot don't show in swiggy dineout why they keep slot and they wait for us 20 mins,,,
Baby Beat,5 years ago,They are not coming too fast ..we have a bday celebration but they came 30mins late,Response from the owner,5 years ago,"Hi,

It's good to hear your feedback about our food and hospitality, …"
samhita rao,3 years ago,The food was not piping hot as you expect. Otherwise the staff were courteous and gracious.,Response from the owner,3 years ago,"""Hi, Samhita Rao,

We regret the inconveniences you have faced and request you to share your …"
Harish Suresh,a year ago,"Food options and taste can be better for the price. The grill items for vegeterian are not upto the mark (Majorly pineapple, watermelon, mushroom, soya). And the speed of the service can be improved. We reminded atleast four times for the server to get us the cool drinks.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
sowrya tejaswini,4 years ago,You can visit for just a causal dine then for some special occasion.,,,
Mohd Asim Ali,a year ago,"Keeping in view the Taste and the no.of Varieties of dishes the pricing is on the higher side.
Exotic meat is just a hype, We personally did not liked them. We had Rabbit, …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Vivekananda.Kodurupaka,a year ago,"Not hygienic especially dishes for desserts portion, overall okay... Pls improve.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Charan Kumar Sidigonde,a year ago,"Atmosphere was good overall, but the washroom was pathetic, and I couldn't even step inside due to bad smell - no response from staff even after reporting multiple times. Main course was not that good but liked the desserts. Overall I would …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Feroze Mohamed,10 months ago,"For the price its ok. But service is not good. Even with so much staff they just don't care at all. There is always a lack of availability of cutlery. No spoons, no forks, bowls not available. Was really frustrating.",Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
For you BEGINNERS,6 years ago,"Cannot tell much...the place is good for team lunch, birthday parties and family get togethers but when it comes to food... especially the deserts session, I dint find it so yumm but mocktails and others are good",Response from the owner,6 years ago,"Dear Guest
Thank you for reviewing us. We indeed look forward to have you with us soon. Now book through our APP and treat yourself Free on your 4th visit. Do Buzz our …"
Mercysowjanya P,a year ago,This is located in Bajaj Electronics building near Madhapur. Easily locatable as it is located beside the road and near to metro station. Food taste is average. Service also not that much good. But juices are good.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Premnath,a year ago,Not at all what I expected it to be. Felt like wasted my money and time. The atmosphere was great but food not so much. Service was good. Plenty of parking space. Wished that they have more food options available. Overall a mediocre experience but it's a okay place to get together and have fun.,,,
Akhil Raj,6 years ago,Dessert are good not a family place to visit,,,
Ankit Singh,7 years ago,Good options of starters..however there were hardly options in deserts n main course. Buffet was reasonable when compared to price.,,,
Priyabrata Sahoo,a year ago,"Many thing went bad. I feel the only main reason is over crowed and less staffs to serve/attend. Even though they were all busy all the time, but service was poor to poorest. …",,,
Vinodh Kolluri,6 years ago,"Decent food. Ambience is not great. Noisy and crowded. Good for casual catch ups, not a fine dining place.",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Rajbir Singh,10 months ago,"Pretty cramped. The capacity is a challenge. But food is always the best in category, especially the Fried Corn.... The squid and octopus isn't as good as hyped.",Response from the owner,10 months ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Ashwin Benjamin,7 years ago,"It's a very comfortable place to hangout with friends. Starters are amazing, especially the cheesy potato and wings .",,,
Venkateshwar Rao Ponaganti,2 years ago,Comparing to other ABs it's just Okayish. The taste isn't great it was Okay Okay.,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
7 Preet,5 years ago,"It's good but you will not get wowing factor, starters are good but main course thumbs down",Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look in to the area of improvement as …"
Ravikiran Uppalapati,5 years ago,Ambience was poor food quality an average you wont get some starters like prawns 🍤 and some veg starters were poor too much loud noise. …,,,
S.Tejeswar Rao,11 months ago,"Everything is average here. Gone are the days when ABs was the default choice for many. Now the service is slow, quality and taste of the starters are not upto the mark.",Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Lalit Garg,a year ago,Service is nice but food is average,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Manisha Yadali,a year ago,"Toooo crowded. Very little space near main course and desserts. Coming to starters, it was not refilled properly due to the rush. Very small grills too but the food variety is good",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Sourabh Gunti,2 years ago,The food is just edible. Nothing exceptional.,,,
Anklet Ganguly,2 years ago,The food was good but it was over crowded and the staff were unable to manage properly.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
srikalyanravi battu,2 years ago,Overall it was just an okay experience for us. It is not the same good old Abs that we used have earlier. They did not serve all the starters that are in menu and you have to remind them about everything. Taste also got depreciated. Prawns …,,,
The Sauntering Stories,a week ago,Wide variety of food . But not the top notch.,,,
Ramkumar Ghattamaneni,a year ago,"Food is OK.
Service is quick.
Atmosphere is noisy.",,,
hari brahmeswara reddy Kovvuri,5 years ago,U we'll get regular BBQ items as u get in other barbeques as well,Response from the owner,7 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. …"
Sneha Sunil,a year ago,"The food was great had lot of options in veg and non veg and also in deserts, only the service was a little disappointing. We had to wait for almost 15-20 mins to get our bbqs every round, but everything else was great.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Ramesh Devarakonda,a year ago,We went to 3 B's barbeque. The starters was ok and was not upto the expectations. Service was good and they take time to serve the starters . Some starters were served after starting our main course. The starters were subtle / mind in flavour. Every time we need to customise. Over all its a ok experience,,,
naresh yendreddy,2 years ago,I feel food quality which is not meeting the expectation and especially sea food. I felt this time they are serving in limited manner. If we observe rice items biryani.. Mutton curry is not in hand free manner which is controlling by management.,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Aanshu Bk,3 years ago,"Kinda slow service, food is good, waiters mainly focus on chicken only and tend to delay other starters. The staff is friendly and they maintain hygiene. Main course is not that great, but since it's a barbecue, people tend to stick to …",Response from the owner,3 years ago,"""Hi, Aanshu BK,

We regret the inconvenience you had faced and request you to share your contact …"
hassan md,a year ago,"It was average experience comparison to last time at AB's, main dshs were skipped by saying it not available today. …",,,
Pranaya Bandari,2 years ago,"I didn't actually like the experience of my visit in 3Bs.
The reason i gave 3 starts is because of the desserts and biryani
Expect these items i havent liked any thing …",Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Sudesna Bera,3 years ago,The cocktail in this place is simply terrible.  Tequila sunrise tasted like cough syrup.  Literary.  The food is not so good either.  Also they do not have many varieties of starters like barbecue nation. …,,,
Prajna B,6 years ago,"This restaurant is in 2 floors and may be the reviews about ambience are true for the main floor but not for the other where we were seated. I’m not at all impressed w/ the ambience of the restaurant and not to mention about the washrooms, …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Pratap Paleti,6 years ago,"I think with lot of crowd the customer focus had reduced.
As we know the menu well, and most of them were not served, until asked.
They built a good customer base with good food. But if they don't sustain …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Srilatha Thatipamula,9 months ago,Food tast not liked...they are not asking us before removing things from my table...bad service tooo....,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Mounika Saruu,2 years ago,"1)Taste is below average.Non veg
Starters meat was semi cooked and spicy.
White rice half cooked.biryani is not authentic.It is served for just name sake …",,,
sravan kumar,2 years ago,Good taste and service. But during rush hours. There are many varieties but are less accessable to the customers. The ice cream is very tasteless and of low quality. Rest of the dishes were very good.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
S MANOJ KUMAR GOUD,8 months ago,"Went through our company for a team lunch, food was just okay, when compared to other Buffet providers in West Hyderabad.",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Deepthi Reddy,a year ago,The worst experience I had this time....the quality of food is not good... chicken has become so hard in starters....,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
That Biryani Gal,2 years ago,Have dined in more times that atleast gave a 3 for the recent experience. My past experiences were good and am not gonna deny I preferred this over barbequenation. This year my two visits have  not been satisfactory. Yes the staff still …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mr Murari,4 years ago,"Went to celebrate our colleague sendoff. It was horrible experience. We already visited the place before so we are good to book again. We were served with half cooked prawns, served very late. We had to wait for barbecue and left for main course. Nobody even concerned about the taste and service.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Anita Ann Abraham,2 years ago,"Had been to multiple ABs outlet in Bangalore, this was the first time I was trying out an outlet in Hyderabad. As usual the staff was very courteous and kept attending us frequently, but the overall experience was quite disappointing. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Dwaraka Muvvala,3 years ago,"I've been here as a vegetarian... Food wise.. not that good. But, i must say the hospitality is great here. The very first starter I had was, Panneer Achaar which is not at all good. When i have informed the same.. they have come up with …",Response from the owner,3 years ago,"Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
bharath kumar,2 years ago,There is no BBQ experience. All we get is cooked/burnt starters which are kept on the BBQ just to keep them warm. It's so rushed that it makes difficult to have a proper meal. Had to repeatedly ask for condiments and end up eating anyway. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mukul Dumbhare,3 years ago,The barbecue starters were not as they used to be a year ago. Taste has gone down and so has freshness of veg and non veg options. Main course was fine. Pasta and Taco was not good. Additionally.. no complimentary drink on Sunday does not …,,,
saketh trichinapalli,6 years ago,Food here is always delicious and you can have lot of varieties. Ambience is neat and eye catching. Being a regular customer of AB's I've noticed a decline in the quality of their service especially for this branch. Only suitable during the start of month as it's not pocket friendly.,Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Anwar Ahmed,4 years ago,"Food is tasty at AB, restaurant staff is very friendly. Value for money.

But on entrance you would feel like entered inside an fish market, no proper …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Rajkamal R,a year ago,Went for veg. Dinner.. options and spread at the buffet is good. But the taste is average neither great not bad either.. the grill was cold.. no complementary drink.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Eamil Makwana,5 years ago,"Out of so many barbecue places this place is just an average. Nothing special about this place. Ambience, food taste, quality of food.. nothing appeals much. They attempted to make few authentic Indian sweet dishes but failed miserably. Only thing I liked there is their cinnamon coated pineapple.",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
Mantripragada Manvitha,5 years ago,The place is good but shouldn't be a first or second option with family. It has a bit less seating capacity and seems to be a bar and restaurant. People who needs to enjoy lunch or dinner with drinks can go for it. The food tastes good but …,,,
zaheer ahmed,6 years ago,"Very less items to eat. 500 wasted

Abs is better.
Better to spend 300 more on abs",,,
Balusani Saibharath,6 months ago,"It used to serve delicious food 3,4 years back but now the standards are not being maintained.. even the hospitality was not upto the mark which they used to maintain previously",Response from the owner,4 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
